t,total_subsystems,site_subsystems,interface_subsystems,n_links,mean_degree,hilbert_log2_dim,frontier_radius,volume_proxy,density,energy_remaining,energy_density,creation_rate_modifier,births_attempted,births_accepted,births_reject_lightcone,births_reject_exclusion,births_reject_energy,links_added_from_births,random_links_attempts,random_links_added
0,4,2,2,1,1.0,6.339850002884624,0.0,0.19999999999999998,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,0,0
1,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
2,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
3,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
4,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
5,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
6,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
7,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
8,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
9,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
10,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
11,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
12,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
13,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
14,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
15,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
16,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
17,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
18,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
19,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
20,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
21,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
22,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
23,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
24,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
25,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
26,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
27,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
28,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
29,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
30,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
31,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
32,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
33,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
34,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
35,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
36,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
37,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
38,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
39,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,1,0,0,1,0,0,4,0
40,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
41,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
42,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
43,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
44,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
45,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
46,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
47,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
48,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
49,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
50,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
51,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
52,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
53,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
54,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
55,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
56,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
57,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,1,0,0,1,0,0,4,0
58,4,2,2,1,1.0,6.339850002884624,0.13507473233305595,0.27014946466611184,7.403309136562152,0.0,0.0,1.0,0,0,0,0,0,0,4,0
59,7,3,4,2,1.3333333333333333,11.094737505048093,0.5384137577421906,1.076827515484381,2.7859614997398476,0.0,0.0,1.0,1,1,0,0,0,1,6,0
60,7,3,4,2,1.3333333333333333,11.094737505048093,0.5384137577421906,1.076827515484381,2.7859614997398476,0.0,0.0,1.0,0,0,0,0,0,0,6,0
61,7,3,4,2,1.3333333333333333,11.094737505048093,0.5384137577421906,1.076827515484381,2.7859614997398476,0.0,0.0,1.0,0,0,0,0,0,0,6,0
62,7,3,4,2,1.3333333333333333,11.094737505048093,0.5384137577421906,1.076827515484381,2.7859614997398476,0.0,0.0,1.0,0,0,0,0,0,0,6,0
63,7,3,4,2,1.3333333333333333,11.094737505048093,0.5384137577421906,1.076827515484381,2.7859614997398476,0.0,0.0,1.0,1,0,0,1,0,0,6,0
64,7,3,4,2,1.3333333333333333,11.094737505048093,0.5384137577421906,1.076827515484381,2.7859614997398476,0.0,0.0,1.0,0,0,0,0,0,0,6,0
65,7,3,4,2,1.3333333333333333,11.094737505048093,0.5384137577421906,1.076827515484381,2.7859614997398476,0.0,0.0,1.0,0,0,0,0,0,0,6,0
66,7,3,4,2,1.3333333333333333,11.094737505048093,0.5384137577421906,1.076827515484381,2.7859614997398476,0.0,0.0,1.0,0,0,0,0,0,0,6,0
67,7,3,4,2,1.3333333333333333,11.094737505048093,0.5384137577421906,1.076827515484381,2.7859614997398476,0.0,0.0,1.0,0,0,0,0,0,0,6,0
