t,site_subsystems,total_subsystems,interface_subsystems,n_links,mean_degree,hilbert_log2_dim,frontier_radius,volume_proxy,density,energy_remaining,energy_density,creation_rate_modifier,births_attempted,births_accepted,births_reject_lightcone,births_reject_exclusion,births_reject_energy,links_added_from_births,random_links_attempts,random_links_added
0,2,4,2,1,1.0,6.339850002884624,0.0,0.19999999999999998,9.06340208525268,0.0,0.0,1.0,0,0,0,0,0,0,0,0
1,2,4,2,1,1.0,6.339850002884624,0.11033384490655321,0.2206676898131064,9.06340208525268,0.0,0.0,1.0,0,0,0,0,0,0,4,0
2,2,4,2,1,1.0,6.339850002884624,0.11033384490655321,0.2206676898131064,9.06340208525268,0.0,0.0,1.0,0,0,0,0,0,0,4,0
3,2,4,2,1,1.0,6.339850002884624,0.11033384490655321,0.2206676898131064,9.06340208525268,0.0,0.0,1.0,0,0,0,0,0,0,4,0
4,2,4,2,1,1.0,6.339850002884624,0.11033384490655321,0.2206676898131064,9.06340208525268,0.0,0.0,1.0,0,0,0,0,0,0,4,0
5,2,4,2,1,1.0,6.339850002884624,0.11033384490655321,0.2206676898131064,9.06340208525268,0.0,0.0,1.0,0,0,0,0,0,0,4,0
6,2,4,2,1,1.0,6.339850002884624,0.11033384490655321,0.2206676898131064,9.06340208525268,0.0,0.0,1.0,0,0,0,0,0,0,4,0
7,2,4,2,1,1.0,6.339850002884624,0.11033384490655321,0.2206676898131064,9.06340208525268,0.0,0.0,1.0,0,0,0,0,0,0,4,0
8,2,4,2,1,1.0,6.339850002884624,0.11033384490655321,0.2206676898131064,9.06340208525268,0.0,0.0,1.0,0,0,0,0,0,0,4,0
9,2,4,2,1,1.0,6.339850002884624,0.11033384490655321,0.2206676898131064,9.06340208525268,0.0,0.0,1.0,0,0,0,0,0,0,4,0
10,2,4,2,1,1.0,6.339850002884624,0.11033384490655321,0.2206676898131064,9.06340208525268,0.0,0.0,1.0,0,0,0,0,0,0,4,0
11,2,4,2,1,1.0,6.339850002884624,0.11033384490655321,0.2206676898131064,9.06340208525268,0.0,0.0,1.0,0,0,0,0,0,0,4,0
12,2,4,2,1,1.0,6.339850002884624,0.11033384490655321,0.2206676898131064,9.06340208525268,0.0,0.0,1.0,0,0,0,0,0,0,4,0
13,3,7,4,2,1.3333333333333333,11.094737505048093,0.4689639389917447,0.9379278779834893,3.198540176084637,0.0,0.0,1.0,1,1,0,0,0,1,6,0
14,3,7,4,2,1.3333333333333333,11.094737505048093,0.4689639389917447,0.9379278779834893,3.198540176084637,0.0,0.0,1.0,0,0,0,0,0,0,6,0
15,3,7,4,2,1.3333333333333333,11.094737505048093,0.4689639389917447,0.9379278779834893,3.198540176084637,0.0,0.0,1.0,0,0,0,0,0,0,6,0
16,3,7,4,2,1.3333333333333333,11.094737505048093,0.4689639389917447,0.9379278779834893,3.198540176084637,0.0,0.0,1.0,1,0,0,1,0,0,6,0
17,3,7,4,2,1.3333333333333333,11.094737505048093,0.4689639389917447,0.9379278779834893,3.198540176084637,0.0,0.0,1.0,0,0,0,0,0,0,6,0
18,3,7,4,2,1.3333333333333333,11.094737505048093,0.4689639389917447,0.9379278779834893,3.198540176084637,0.0,0.0,1.0,0,0,0,0,0,0,6,0
19,3,7,4,2,1.3333333333333333,11.094737505048093,0.4689639389917447,0.9379278779834893,3.198540176084637,0.0,0.0,1.0,0,0,0,0,0,0,6,0
