t,total_subsystems,site_subsystems,interface_subsystems,n_links,mean_degree,hilbert_log2_dim,frontier_radius,volume_proxy,density,energy_remaining,energy_density,creation_rate_modifier,births_attempted,births_accepted,births_reject_lightcone,births_reject_exclusion,births_reject_energy,links_added_from_births,random_links_attempts,random_links_added
0,4,2,2,1,1.0,6.339850002884624,0.0,0.004188790204786391,82.50554701874216,0.0,0.0,1.0,0,0,0,0,0,0,0,0
1,4,2,2,1,1.0,6.339850002884624,0.17953649652344175,0.024240794374051904,82.50554701874216,0.0,0.0,1.0,0,0,0,0,0,0,4,0
2,4,2,2,1,1.0,6.339850002884624,0.17953649652344175,0.024240794374051904,82.50554701874216,0.0,0.0,1.0,0,0,0,0,0,0,4,0
3,4,2,2,1,1.0,6.339850002884624,0.17953649652344175,0.024240794374051904,82.50554701874216,0.0,0.0,1.0,0,0,0,0,0,0,4,0
4,4,2,2,1,1.0,6.339850002884624,0.17953649652344175,0.024240794374051904,82.50554701874216,0.0,0.0,1.0,0,0,0,0,0,0,4,0
5,4,2,2,1,1.0,6.339850002884624,0.17953649652344175,0.024240794374051904,82.50554701874216,0.0,0.0,1.0,0,0,0,0,0,0,4,0
6,4,2,2,1,1.0,6.339850002884624,0.17953649652344175,0.024240794374051904,82.50554701874216,0.0,0.0,1.0,0,0,0,0,0,0,4,0
7,4,2,2,1,1.0,6.339850002884624,0.17953649652344175,0.024240794374051904,82.50554701874216,0.0,0.0,1.0,0,0,0,0,0,0,4,0
8,4,2,2,1,1.0,6.339850002884624,0.17953649652344175,0.024240794374051904,82.50554701874216,0.0,0.0,1.0,0,0,0,0,0,0,4,0
9,4,2,2,1,1.0,6.339850002884624,0.17953649652344175,0.024240794374051904,82.50554701874216,0.0,0.0,1.0,0,0,0,0,0,0,4,0
10,7,3,4,2,1.3333333333333333,11.094737505048093,0.5333632084726873,0.6355617808088211,4.720233485692257,0.0,0.0,1.0,1,1,0,0,0,1,6,0
11,7,3,4,2,1.3333333333333333,11.094737505048093,0.5333632084726873,0.6355617808088211,4.720233485692257,0.0,0.0,1.0,0,0,0,0,0,0,6,0
12,7,3,4,2,1.3333333333333333,11.094737505048093,0.5333632084726873,0.6355617808088211,4.720233485692257,0.0,0.0,1.0,0,0,0,0,0,0,6,0
13,7,3,4,2,1.3333333333333333,11.094737505048093,0.5333632084726873,0.6355617808088211,4.720233485692257,0.0,0.0,1.0,0,0,0,0,0,0,6,0
14,10,4,6,3,1.5,15.84962500721156,0.5333632084726873,0.6355617808088211,6.293644647589677,0.0,0.0,1.0,1,1,0,0,0,1,8,0
15,10,4,6,3,1.5,15.84962500721156,0.5333632084726873,0.6355617808088211,6.293644647589677,0.0,0.0,1.0,0,0,0,0,0,0,8,0
16,10,4,6,3,1.5,15.84962500721156,0.5333632084726873,0.6355617808088211,6.293644647589677,0.0,0.0,1.0,0,0,0,0,0,0,8,0
17,10,4,6,3,1.5,15.84962500721156,0.5333632084726873,0.6355617808088211,6.293644647589677,0.0,0.0,1.0,0,0,0,0,0,0,8,0
18,10,4,6,3,1.5,15.84962500721156,0.5333632084726873,0.6355617808088211,6.293644647589677,0.0,0.0,1.0,0,0,0,0,0,0,8,0
19,12,4,8,4,2.0,19.019550008653873,0.5333632084726873,0.6355617808088211,6.293644647589677,0.0,0.0,1.0,0,0,0,0,0,0,8,1
20,12,4,8,4,2.0,19.019550008653873,0.5333632084726873,0.6355617808088211,6.293644647589677,0.0,0.0,1.0,0,0,0,0,0,0,8,0
