t,total_subsystems,site_subsystems,interface_subsystems,n_links,mean_degree,hilbert_log2_dim,frontier_radius,volume_proxy,density,energy_remaining,energy_density,creation_rate_modifier,births_attempted,births_accepted,births_reject_lightcone,births_reject_exclusion,births_reject_energy,links_added_from_births,random_links_attempts,random_links_added
0,4,2,2,1,1.0,6.339850002884624,0.0,0.031415926535897934,63.66197723675813,0.0,0.0,1.0,0,0,0,0,0,0,0,0
1,4,2,2,1,1.0,6.339850002884624,0.0648957013814875,0.031415926535897934,63.66197723675813,0.0,0.0,1.0,0,0,0,0,0,0,4,0
2,4,2,2,1,1.0,6.339850002884624,0.0648957013814875,0.031415926535897934,63.66197723675813,0.0,0.0,1.0,0,0,0,0,0,0,4,0
3,4,2,2,1,1.0,6.339850002884624,0.0648957013814875,0.031415926535897934,63.66197723675813,0.0,0.0,1.0,0,0,0,0,0,0,4,0
4,4,2,2,1,1.0,6.339850002884624,0.0648957013814875,0.031415926535897934,63.66197723675813,0.0,0.0,1.0,0,0,0,0,0,0,4,0
5,4,2,2,1,1.0,6.339850002884624,0.0648957013814875,0.031415926535897934,63.66197723675813,0.0,0.0,1.0,0,0,0,0,0,0,4,0
6,4,2,2,1,1.0,6.339850002884624,0.0648957013814875,0.031415926535897934,63.66197723675813,0.0,0.0,1.0,0,0,0,0,0,0,4,0
7,4,2,2,1,1.0,6.339850002884624,0.0648957013814875,0.031415926535897934,63.66197723675813,0.0,0.0,1.0,0,0,0,0,0,0,4,0
8,4,2,2,1,1.0,6.339850002884624,0.0648957013814875,0.031415926535897934,63.66197723675813,0.0,0.0,1.0,0,0,0,0,0,0,4,0
9,4,2,2,1,1.0,6.339850002884624,0.0648957013814875,0.031415926535897934,63.66197723675813,0.0,0.0,1.0,0,0,0,0,0,0,4,0
10,4,2,2,1,1.0,6.339850002884624,0.0648957013814875,0.031415926535897934,63.66197723675813,0.0,0.0,1.0,0,0,0,0,0,0,4,0
11,4,2,2,1,1.0,6.339850002884624,0.0648957013814875,0.031415926535897934,63.66197723675813,0.0,0.0,1.0,0,0,0,0,0,0,4,0
12,7,3,4,2,1.3333333333333333,11.094737505048093,0.4882636476653365,0.7489600542717921,4.005554078470682,0.0,0.0,1.0,1,1,0,0,0,1,6,0
13,7,3,4,2,1.3333333333333333,11.094737505048093,0.4882636476653365,0.7489600542717921,4.005554078470682,0.0,0.0,1.0,0,0,0,0,0,0,6,0
14,7,3,4,2,1.3333333333333333,11.094737505048093,0.4882636476653365,0.7489600542717921,4.005554078470682,0.0,0.0,1.0,0,0,0,0,0,0,6,0
